14,ἀπικρόχολος,a,aps---cn2-,ἀπικρόχολος ἀπικρόχολος ἀπικρόχολον,,,,,0
13332,α13924,ἀποτομάς,n,n-s---fn3d,ἀποτομάδος,,,,,0
13333,α13925,ἀποτομεύς,n,n-s---mn3v,ἀποτομέως,,,,,0
13334,α13926,ἀποτομή,n,n-s---fn1e,ἀποτομῆς,,,,,0
13335,α13927,ἀποτομία,n,n-s---fn1l,ἀποτομίας,,,,,0
13336,α13928,ἀπότομος,a,aps---cn2-,ἀπότομος ἀπότομος ἀπότομον,,,,,0
13337,α13929,ἀποτοξεύω,v,----------,,,,,,0
13338,α13930,ἀποτορεύω,v,----------,,,,,,0
13339,α13931,ἀποτορνεύω,v,----------,,,,,,0
13340,α13932,ἀποτόρνωσις,n,n-s---fn3v,ἀποτορνωσέως,,,,,0
13341,α13933,ἄποτος,a,aps---cn2-,ἄποτος ἄποτος ἄποτον,,,,,0
13342,α13934,ἀποτραγεῖν,n,----------,,,,,,0
13343,α13935,ἀποτράγημα,n,n-s---nn3t,ἀποτραγήματος,,,,,0
13344,α13936,ἀποτραγοπώγων,n,----------,,,,,,0
13345,α13937,ἀποτραχηλίζω,v,----------,,,,,,0
13346,α13938,ἀποτραχύνω,v,----------,,,,,,0
13347,α13939,ἀποτρέκω,v,----------,,,,,,0
13348,α13940,ἀποτρεπτέον,v,----------,,,,,,0
13350,α13942,ἀπότρεπτος,a,aps---cn2-,ἀπότρεπτος ἀπότρεπτος ἀπότρεπτον,,,,,0
13351,α13943,ἀποτρέπω,v,----------,,,,,,0
13352,α13944,ἀποτρέφω,v,----------,,,,,,0
13353,α13945,ἀποτρέχω,v,----------,,,,,,0
13354,α13946,ἀπότρεψις,n,n-s---fn3v,ἀποτρεψέως,,,,,0
13355,α13947,ἀποτριάζω,v,----------,,,,,,0
13356,α13948,ἀποτριβή,n,n-s---fn1e,ἀποτριβῆς,,,,,0
13357,α13949,ἀποτρίβω,v,----------,,,,,,0
13358,α13950,ἀπότριμμα,n,n-s---nn3t,ἀποτρίμματος,,,,,0
13359,α13951,ἀπότριπτος,a,aps---cn2-,ἀπότριπτος ἀπότριπτος ἀπότριπτον,,,,,0
13360,α13952,ἀποτρίς,r,----------,,,,,,0
13361,α13953,ἀποτριτόω,v,----------,,,,,,0
13362,α13954,ἀποτρίτωσις,n,n-s---fn3v,ἀποτριτωσέως,,,,,0
13363,α13955,ἀπότριχος,a,aps---cn2-,ἀπότριχος ἀπότριχος ἀπότριχον,,,,,0
13364,α13956,ἀπότριψις,n,n-s---fn3v,ἀποτριψέως,,,,,0
13365,α13957,ἀποτροπάδην,r,----------,,,,,,0
13366,α13958,ἀποτρόπαιος,a,aps---cn2-,ἀποτρόπαιος ἀποτρόπαιος ἀποτρόπαιον,,,,,0
13367,α13959,ἀποτροπάομαι,v,----------,,,,,,0
13368,α13960,ἀποτροπή,n,n-s---fn1e,ἀποτροπῆς,,,/a.po.tro.pɛ̌ː/,,0
13369,α13961,ἀποτροπία,n,n-s---fn1l,ἀποτροπίας,,,,,0
13370,α13962,ἀποτροπιάζω,v,----------,,,,,,0
13371,α13963,ἀποτροπίασμα,n,n-s---nn3t,ἀποτροπιάσματος,,,,,0
13372,α13964,ἀποτροπιασμός,n,----------,,,,,,0
13373,α13965,ἀποτροπιαστής,n,n-s---mn1e,ἀποτροπιαστού,,,,,0
13375,α13967,ἀποτρόπιμος,a,aps---cn2-,ἀποτρόπιμος ἀποτρόπιμος ἀποτρόπιμον,,,,,0
13376,α13968,ἀποτρόπιος,a,aps---cn2-,ἀποτρόπιος ἀποτρόπιος ἀποτρόπιον,,,,,0
13378,α13970,ἀποτροφή,n,n-s---fn1e,ἀποτροφῆς,,,,,0
13379,α13971,ἀποτρόφιμος,a,aps---cn2-,ἀποτρόφιμος ἀποτρόφιμος ἀποτρόφιμον,,,,,0
13380,α13972,ἀπότροφος,a,aps---cn2-,ἀπότροφος ἀπότροφος ἀπότροφον,,,,,0
13381,α13973,ἀποτροχίζω,v,----------,,,,,,0
13382,α13974,ἀπότροχος,n,n-s---mn2-,ἀποτρόχου,,,,,0
13383,α13975,ἀποτρυγάω,v,----------,,,,,,0
13384,α13976,ἀποτρυγίζω,v,----------,,,,,,0
13385,α13977,ἀποτρύζω,v,----------,,,,,,0
13386,α13978,ἀποτρυπῶν,n,----------,,,,,,0
13387,α13979,ἀποτρύχω,v,----------,,,,,,0
13388,α13980,ἀποτρύω,v,----------,,,,,,0
13389,α13981,ἀποτρώγω,v,----------,,,,,,0
13390,α13982,ἀποτρωμάξαι,n,----------,,,,,,0
13392,α13984,ἀποτρωπάω,v,----------,,,,,,0
13393,α13985,ἀποτυγχάνω,v,----------,,,,,,0
13394,α13986,ἀποτυλόω,v,----------,,,,,,0
13395,α13987,ἀποτύμβιος,a,aps---cn2-,ἀποτύμβιος ἀποτύμβιος ἀποτύμβιον,,,,,0
13396,α13988,ἀποτυμπανίζω,v,----------,,,,,,0
13397,α13989,ἀποτυμπανισμός,n,----------,,,,,,0
13398,α13990,ἀπότυπος,a,aps---cn2-,ἀπότυπος ἀπότυπος ἀπότυπον,,,,,0
13399,α13991,ἀποτυπόω,v,----------,,,,,,0
13400,α13992,ἀποτύπτω,v,----------,,,,,,0
13401,α13993,ἀποτύπωμα,n,n-s---nn3t,ἀποτυπώματος,,,,,0
13402,α13994,ἀποτύπωσις,n,n-s---fn3v,ἀποτυπωσέως,,,,,0
13403,α13995,ἀποτυρόω,v,----------,,,,,,0
13404,α13996,ἀποτυφλόω,v,----------,,,,,,0
13406,α13998,ἀποτύφω,v,----------,,,,,,0
13407,α13999,ἀποτυχής,a,aps---cn5s,ἀποτυχής ἀποτυχής ἀποτυχές,,,,,0
13408,α14000,ἀποτυχία,n,n-s---fn1l,ἀποτυχίας,,,,,0
13409,α14001,ἀποτυχίζω,v,----------,,,,,,0
13410,α14002,ἀπουλόω,v,----------,,,,,,0
13411,α14003,ἀπούλωσις,n,n-s---fn3v,ἀπουλωσέως,,,,,0
13412,α14004,ἀπουλωτικός,a,aps---mn1-,ἀπουλωτικός ἀπουλωτική ἀπουλωτικόν,,,,,0
13413,α14005,ἀπούλωτος,a,aps---cn2-,ἀπούλωτος ἀπούλωτος ἀπούλωτον,,,,,0
13414,α14006,ἀπουραγέω,v,----------,,,,,,0
13415,α13412,ἀποῦραι,n,----------,,,,,,0
13416,α14007,ἀπούρας,v,----------,,,,,,0
13417,α14008,ἄπουργοι,v,----------,,,,,,0
13418,α14009,ἀπουρέω,v,----------,,,,,,0
13419,α14010,ἀπούρημα,n,n-s---nn3t,ἀπουρήματος,,,,,0
13420,α14011,ἀπούρησις,n,n-s---fn3v,ἀπουρησέως,,,,,0
13421,α14012,ἀπουρία,n,n-s---fn1l,ἀπουρίας,,,,,0
13422,α14013,ἀπουρίζω,v,----------,,,,,,0
13423,α14014,ἄπουρος,a,aps---cn2-,ἄπουρος ἄπουρος ἄπουρον,,,,,0
13424,α14015,ἀπουρόω,v,----------,,,,,,0
13425,α14016,ἄπους,a,app---cn5s,ἄπους ἄπους ἄπουν,,,/á.poːs/,,0
13426,α14017,ἀπουσία,n,n-s---fn1l,ἀπουσίας,,,,,0
13427,α14018,ἀπουσιάζω,v,----------,,,,,,0
13429,α14020,ἀποφαιδρύνω,v,----------,,,,,,0
13430,α14021,ἀποφαίνω,v,----------,,,,,,0
13431,α14022,ἀποφαλακρόομαι,v,----------,,,,,,0
13432,α14023,ἀπόφανσις,n,n-s---fn3v,ἀποφανσέως,,,,,0
13434,α14025,ἀποφαντικός,a,aps---mn1-,ἀποφαντικός ἀποφαντική ἀποφαντικόν,,,,,0
13435,α14026,ἀπόφαντος,a,aps---cn2-,ἀπόφαντος ἀπόφαντος ἀπόφαντον,,,,,0
13436,α14027,ἀποφάργνυμι,v,----------,,,,,,0
13437,α14028,ἀπόφασις,n,----------,,,,,,0
13438,α14029,ἀπόφασις,n,n-s---fn3v,ἀποφασέως,,,,,0
13439,α14030,ἀποφάσκω,v,----------,,,,,,0
13441,α14032,ἀποφαυλίζω,v,----------,,,,,,0
13442,α14033,ἀποφενακίζω,v,----------,,,,,,0
13443,α14034,ἀποφέρβομαι,v,----------,,,,,,0
13444,α14035,ἀποφέρω,v,----------,,,,,,0
13445,α14036,ἀποφεύγω,v,----------,,,,,,0
13446,α14037,ἀποφευκτικός,a,aps---mn1-,ἀποφευκτικός ἀποφευκτική ἀποφευκτικόν,,,,,0
13447,α14038,ἀπόφευξις,n,n-s---fn3v,ἀποφευξέως,,,,,0
13448,α14039,ἀποφηληκίζω,v,----------,,,,,,0
13449,α14040,ἀπόφημι,v,----------,,,,,,0
13450,α14041,ἀπόφημος,a,aps---cn2-,ἀπόφημος ἀπόφημος ἀπόφημον,,,,,0
13451,α14042,ἀποφθαλμόομαι,v,----------,,,,,,0
13452,α14043,ἀποφθαράξασθαι,n,----------,,,,,,0
13453,α14044,ἀπόφθαρμα,n,n-s---nn3t,ἀποφθάρματος,,,,,0
13454,α14045,ἀποφθέγγομαι,v,----------,,,,/a.popʰ.tʰéŋ.ɡo.mai̯/,,0
13455,α14046,ἀποφθεγκτήριον,n,n-s---nn2-,ἀποφθεγκτηρίου,,,,,0
13456,α14047,ἀπόφθεγκτος,a,aps---cn2-,ἀπόφθεγκτος ἀπόφθεγκτος ἀπόφθεγκτον,,,,,0
13457,α14048,ἀπόφθεγμα,n,n-s---nn3t,ἀποφθέγματος,,,/a.pópʰ.tʰeŋ.ma/,,0
13458,α14049,ἀποφθεγματίας,n,n-s---mn1a,ἀποφθεγματίου,,,,,0
13460,α14051,ἀποφθείρω,v,----------,,,,,,0
13461,α14052,ἀποφθινύθω,v,----------,,,,,,0
13462,α14053,ἀποφθίνω,v,----------,,,,,,0
13463,α14054,ἀπόφθισις,n,n-s---fn3v,ἀποφθισέως,,,,,0
13464,α14055,ἀποφθορά,n,n-s---fn1l,ἀποφθορᾶς,,,,,0
13465,α14056,ἀποφιμόω,v,----------,,,,,,0
13466,α14057,ἀποφλαυρίζω,v,----------,,,,,,0
13467,α14058,ἀποφλεγμαίνω,v,----------,,,,,,0
13468,α14059,ἀποφλεγματίζω,v,----------,,,,,,0
13469,α14060,ἀποφλεγματικός,a,aps---mn1-,ἀποφλεγματικός ἀποφλεγματική ἀποφλεγματικόν,,,,,0
13470,α14061,ἀποφλεγματισμός,n,----------,,,,,,0
13471,α14062,ἀποφλεγματιστέον,v,----------,,,,,,0
13472,α14063,ἀπόφλησις,n,n-s---fn3v,ἀποφλησέως,,,,,0
13473,α14064,ἀποφλογίζω,v,----------,,,,,,0
13474,α14065,ἀποφλογόομαι,v,----------,,,,,,0
13475,α14066,ἀποφλοιόω,v,----------,,,,,,0
13476,α14067,ἀποφλύζω,v,----------,,,,,,0
13477,α14068,ἀπόφλω,v,----------,,,,,,0
13478,α14069,ἀποφοβέομαι,v,----------,,,,,,0
13479,α14070,ἀποφοιβάζω,v,----------,,,,,,0
13480,α14071,ἀποφοιβάομαι,v,----------,,,,,,0
13481,α14072,ἀποφοιτάω,v,----------,,,,,,0
13482,α14073,ἀποφοίτησις,n,----------,,,,,,0
13483,α14074,ἀπόφονος,a,aps---cn2-,ἀπόφονος ἀπόφονος ἀπόφονον,,,,,0
13484,α14075,ἀποφορά,n,n-s---fn1l,ἀποφορᾶς,,,,,0
13485,α14076,ἀποφορέω,v,----------,,,,,,0
13487,α14078,ἀποφόρητος,a,aps---cn2-,ἀποφόρητος ἀποφόρητος ἀποφόρητον,,,,,0
13488,α14079,ἀπόφορος,a,aps---cn2-,ἀπόφορος ἀπόφορος ἀπόφορον,,,,,0
13489,α14080,ἀποφορτίζομαι,v,----------,,,,,,0
13490,α14081,ἀποφορτισμός,n,----------,,,,,,0
13491,α14082,ἀποφράγνυμι,v,----------,,,,,,0
13492,α14083,ἀποφράζω,v,----------,,,,,,0
13494,α14085,ἀποφράς,n,n-s---fn3d,ἀποφράδος,,,,,0
13495,α14086,ἀποφράση,n,n-s---fn1e,ἀποφράσης,,,,,0
13496,α14087,ἀποφράσσω,v,----------,,,,,,0
13497,α14088,ἀποφρέω,v,----------,,,,,,0
13498,α14089,ἀπόφρικτος,a,aps---cn2-,ἀπόφρικτος ἀπόφρικτος ἀπόφρικτον,,,,,0
13499,α14090,ἀποφρύγω,v,----------,,,,,,0
13500,α14091,ἀποφυάς,n,n-s---fn3d,ἀποφυάδος,,,,,0
13501,α14092,ἀποφυγγάνω,v,----------,,,,,,0
13502,α14093,ἀποφυγή,n,n-s---fn1e,ἀποφυγῆς,,,,,0
13503,α14094,ἀποφυλάττω,v,----------,,,,,,0
13504,α14095,ἀποφύλιος,a,aps---cn2-,ἀποφύλιος ἀποφύλιος ἀποφύλιον,,,,,0
13505,α14096,ἀποφυλλίζω,v,----------,,,,,,0
13506,α14097,ἀπόφυλλον,n,----------,,,,,,0
13507,α14098,ἀπόφυξις,n,n-s---fn3v,ἀποφυξέως,,,,,0
13508,α14099,ἀποφυσάω,v,----------,,,,,,0
13509,α14100,ἀποφύσησις,n,n-s---fn3v,ἀποφυσησέως,,,,,0
13510,α14101,ἀποφυσητέον,a,----------,,,,,,0
13511,α14102,ἀπόφυσις,n,n-s---fn3v,ἀποφυσέως,,,,,0
13512,α14103,ἀποφυτεία,n,n-s---fn1l,ἀποφυτείας,,,,,0
13513,α14104,ἀποφυτεύω,v,----------,,,,,,0
13514,α14106,ἀποφύω,v,----------,,,,,,0
13515,α14107,ἀποφώζω,v,----------,,,,,,0
13517,α14105,ἀποφύτφωλος,a,aps---cn2-,ἀποφύτφωλος ἀποφύτφωλος ἀποφύτφωλον,,,,,0
13518,α14109,ἀποφωνέω,v,----------,,,,,,0
13519,α14110,ἀποφώρ,n,----------,,,,,,0
13520,α14111,ἀποχάζομαι,v,----------,,,,,,0
13521,α14112,ἀποχαιρετίζω,v,----------,,,,,,0
13522,α14113,ἀποχαλάω,v,----------,,,,,,0
13523,α14114,ἀποχαλινόω,v,----------,,,,,,0
13524,α14115,ἀποχαλκεύω,v,----------,,,,,,0
13525,α14116,ἀποχαλκίζω,v,----------,,,,,,0
13526,α14117,ἀποχαρακόω,v,----------,,,,,,0
13527,α14118,ἀποχάραξις,n,n-s---fn3v,ἀποχαραξέως,,,,,0
13528,α14119,ἀποχαράσσω,v,----------,,,,,,0
13529,α14120,ἀποχαρίζομαι,v,----------,,,,,,0
13530,α14121,ἀποχάρισμα,n,n-s---nn3t,ἀποχαρίσματος,,,,,0
13531,α14122,ἀποχαριστέω,v,----------,,,,,,0
13532,α14123,ἀποχειμάζω,v,----------,,,,,,0
13533,α14124,ἀποχειρίζω,v,----------,,,,,,0
13535,α14126,ἀποχειροβίοτος,a,aps---cn2-,ἀποχειροβίοτος ἀποχειροβίοτος ἀποχειροβίοτον,,,,,0
13536,α14127,ἀπόχειρος,a,aps---cn2-,ἀπόχειρος ἀπόχειρος ἀπόχειρον,,,,,0
13537,α14128,ἀποχειροτονέω,v,----------,,,,,,0
13538,α14129,ἀποχειροτονητέον,v,----------,,,,,,0
13539,α14130,ἀποχειροτονία,n,n-s---fn1l,ἀποχειροτονίας,,,,,0
13542,α14133,ἀποχετεύω,v,----------,,,,,,0
13543,α14134,ἀποχέω,v,----------,,,,,,0
13544,α14135,ἀποχή,n,n-s---fn1e,ἀποχῆς,,,/a.po.kʰɛ̌ː/,,0
13545,α14136,ἀποχηρόομαι,v,----------,,,,,,0
13546,α14137,ἀπόχιμος,a,aps---cn2-,ἀπόχιμος ἀπόχιμος ἀπόχιμον,,,,,0
13547,α14138,ἀποχλωρίας,n,n-s---mn1a,ἀποχλωρίου,,,,,0
13548,α14139,ἀποχοίρωσις,n,n-s---fn3v,ἀποχοιρωσέως,,,,,0
13549,α14140,ἀπόχοον,n,n-s---nn2-,ἀποχόου,,,,,0
13550,α14141,ἀποχορτάζω,v,----------,,,,,,0
13551,α14142,ἄποχος,a,aps---cn2-,ἄποχος ἄποχος ἄποχον,,,,,0
13552,α14143,ἀποχραίνω,v,----------,,,,,,0
13553,α14144,ἀποχράω,v,----------,,,,,,0
13554,α14145,ἀπόχρεμμα,n,n-s---nn3t,ἀποχρέμματος,,,,,0
13555,α14146,ἀποχρέμπτομαι,v,----------,,,,,,0
13557,α14148,ἀποχρεόντως,n,----------,,,,,,0
13558,α14149,ἀποχρέω,v,----------,,,,,,0
13559,α14150,ἀποχρηματίζω,v,----------,,,,,,0
13560,α14151,ἀποχρήματος,n,----------,,,,,,0
13561,α14152,ἀπόχρησις,n,n-s---fn3v,ἀποχρησέως,,,,,0
13562,α14153,ἀποχρηστικῶς,n,----------,,,,,,0
13563,α14154,ἀποχρυσόω,v,----------,,,,,,0
13564,α14155,ἀποχρωμένως,n,----------,,,,,,0
13565,α14156,ἀποχρώννυμι,v,----------,,,,,,0
13566,α14157,ἀποχρώντως,r,----------,,,,,,0
13567,α14158,ἀπόχρωσις,n,n-s---fn3v,ἀποχρωσέως,,,,,0
13568,α14159,ἀποχυλίζω,v,----------,,,,,,0
13569,α14160,ἀποχύλισμα,n,n-s---nn3t,ἀποχυλίσματος,,,,,0
13570,α14161,ἀποχυλόω,v,----------,,,,,,0
13571,α14162,ἀπόχυμα,n,n-s---nn3t,ἀποχύματος,,,,,0
13572,α14163,ἀποχύνω,v,----------,,,,,,0
13573,α14164,ἀποχυρόω,v,----------,,,,,,0
13574,α14165,ἀπόχυσις,n,n-s---fn3v,ἀποχυσέως,,,,,0
13576,α14167,ἀπόχυτος,a,aps---cn2-,ἀπόχυτος ἀπόχυτος ἀπόχυτον,,,,,0
13577,α14168,ἀποχωλεύω,v,----------,,,,,,0
13578,α14169,ἀποχωλόομαι,v,----------,,,,,,0
13579,α14170,ἀποχώννυμι,v,----------,,,,,,0
13580,α14171,ἀποχωρέω,v,----------,,,,,,0
13581,α14172,ἀποχωρήματα,n,n-p---nn2-,ἀποχωρημάτων,,,,,0
13582,α14173,ἀποχώρησις,n,n-s---fn3v,ἀποχωρησέως,,,,,0
13583,α14174,ἀποχωρητέον,a,----------,,,,,,0
13584,α14175,ἀποχωρίζω,v,----------,,,,,,0
13585,α14176,ἀποχώρισις,n,n-s---fn3v,ἀποχωρισέως,,,,,0
13586,α14177,ἀποχωριστέον,v,----------,,,,,,0
13587,α14178,ἀποχωριστής,n,n-s---mn1e,ἀποχωριστού,,,,,0
13588,α14179,ἀπόχωσις,n,n-s---fn3v,ἀποχωσέως,,,,,0
13589,α14180,ἀποψάλακτος,n,----------,,,,,,0
13590,α14181,ἀποψαλίζω,v,----------,,,,,,0
13591,α14182,ἀποψάλλω,v,----------,,,,,,0
13592,α14183,ἀπόψαλμα,n,----------,,,,,,0
13593,α14184,ἀποψαύω,v,----------,,,,,,0
13594,α14185,ἀποψάω,v,----------,,,,,,0
13595,α14186,ἀποψέ,r,----------,,,,,,0
13596,α14187,ἀποψεύδομαι,v,----------,,,,,,0
13599,α14190,ἀπόψηκτρον,n,n-s---nn2-,ἀποψήκτρου,,,,,0
13600,α14191,ἀπόψημα,n,n-s---nn3t,ἀποψήματος,,,,,0
13601,α14192,ἀπόψηξις,n,n-s---fn3v,ἀποψηξέως,,,,,0
13602,α14193,ἀπόψηστρον,n,n-s---nn2-,ἀποψήστρου,,,,,0
13603,α14194,ἀποψηφίζομαι,v,----------,,,,,,0
13604,α14195,ἀποψήφισις,n,n-s---fn3v,ἀποψηφισέως,,,,,0
13605,α14196,ἀποψηφιστέον,a,----------,,,,,,0
13606,α14197,ἀπόψηφος,a,aps---cn2-,ἀπόψηφος ἀπόψηφος ἀπόψηφον,,,,,0
13607,α14198,ἀποψήχω,v,----------,,,,,,0
13608,α14199,ἀποψιλόω,v,----------,,,,,,0
13609,α14200,ἀποψίλωσις,n,n-s---fn3v,ἀποψιλωσέως,,,,,0
13610,α14201,ἀπόψιος,a,aps---mn1-,ἀπόψιος ἀπόψια ἀπόψιον,,,,,0
13611,α14202,ἄποψις,n,n-s---fn3v,ἀποψέως,,,,,0
13612,α14203,ἀποψίω,v,----------,,,,,,0
13613,α14204,ἀποψοφέω,v,----------,,,,,,0
13614,α14205,ἀποψόφησις,n,n-s---fn3v,ἀποψοφησέως,,,,,0
13615,α14206,ἀπόψυγμα,n,n-s---nn3t,ἀποψύγματος,,,,,0
13616,α14207,ἀπόψυζις,n,n-s---fn3v,ἀποψυζέως,,,,,0
13617,α14208,ἀπόψυχος,a,aps---cn2-,ἀπόψυχος ἀπόψυχος ἀπόψυχον,,,,,0
13618,α14209,ἀποψύχω,v,----------,,,,,,0
13619,α14210,ἀποψωλέω,v,----------,,,,,,0
13620,α14211,ἀποψώχω,v,----------,,,,,,0
