id,uri,lemma,pos,morpho,principal_parts,prosody,validated
46881,θ01488,θυηπολικός,a,aps---mn1-,θυηπολικός θυηπολική θυηπολικόν,θυηπολικός,0
46915,θ01519,θυλακώδης,a,aps---cn3s,θυλακώδης θυλακώδης θυλακώ͂δες,θυλακώδης,0
46922,θ01524,θυμάγροικος,a,aps---cn2-,θυμάγροικος θυμάγροικος θυμάγροικον,θυμάγροικος,0
46955,θ01556,θυμίαμα,n,n-s---nn3t,θυμιάματος,θυμίαμα,0
46971,θ01572,θυμοβαρής,a,aps---cn5s,θυμοβαρής θυμοβαρής θυμοβαρές,θυμοβαρής,0
46973,θ01574,θυμοβόρος,a,aps---cn2-,θυμοβόρος θυμοβόρος θυμοβόρον,θυμοβόρος,0
46994,θ01595,θυμοσοφικός,a,aps---mn1-,θυμοσοφικός θυμοσοφική θυμοσοφικόν,θυμοσοφικός,0
47036,θ01638,θυοσκόπος,n,n-s---mn2-,θυοσκόπου,θυοσκόπος,0
46419,θ01044,θηροτρόφος,a,aps---cn2-,θηροτρόφος θηροτρόφος θηροτρόφον,θηροτρόφος,0
33481,ε07415,ἐνεπιδείκνυμαι,v,----------,,ἐνεπιδείκνυμαι,0
33525,ε07459,ἐνετήρια,n,n-p---nn2-,ἐνετηρίων,ἐνετήρια,0
46424,θ01049,θηροφόνος,a,aps---cn2-,θηροφόνος θηροφόνος θηροφόνον,θηροφόνος,0
7138,α07759,ἀνάτρεψις,n,n-s---fn3v,ἀνατρεψέως,ἀνάτρεψις,0
7148,α07769,ἀνατριπτέον,a,----------,,ἀνατριπτέον,0
47156,θ01757,θυτικός,a,aps---mn1-,θυτικός θυτική θυτικόν,θυτικός,0
47191,θ01792,θωρακίτης,r,----------,,θωρακίτης,0
47194,θ01796,θωρακοποιός,n,----------,,θωρακοποιός,0
47195,θ01797,θωρακοπώλης,n,n-s---mn1e,θωρακοπώλου,θωρακοπώλης,0
47196,θ01798,θωρακοφόρος,n,----------,,θωρακοφόρος,0
47197,θ01800,θωρηκ,a,aps---cn2-,θωρηκ θωρηκ θυρσοφόρον,θωρηκ,0
47198,θ01799,θώραξ,n,n-s---mn3e,θώρακος,θώραξ,0
47199,θ01801,θωρηκοφόρος,a,aps---cn2-,θωρηκοφόρος θωρηκοφόρος θωρηκοφόρον,θωρηκοφόρος,0
47200,θ01802,θωρηκτής,n,n-s---mn1e,θωρηκτού,θωρηκτής,0
47201,θ01803,θώρηξ,n,n-s---mn3e,θώρηκος,θώρηξ,0
47202,θ01804,θώρηξις,n,n-s---fn3v,θωρηξέως,θώρηξις,0
47203,θ01805,θωρήσσω,v,----------,,θωρήσσω,0
47204,θ01806,θώς,n,n-s---mn3v,,θώς,0
47205,θ01440,θῶσθαι,n,----------,,θῶσθαι,0
47206,θ01807,θώσσω,v,----------,,θώσσω,0
47208,θ01809,θωτάζω,v,----------,,θωτάζω,0
47210,θ01775,θωῦμα,n,----------,,θωῦμα,0
47211,θ01811,θωύ̈σσω,v,----------,,θωύ̈σσω,0
47212,θ01812,θώψ,n,n-s---mn3v,θωπός,θώψ,0
47213,,Ιι,n,----------,,Ιι,0
47214,θ01795,θωρακοί,r,----------,,θωρακοί,0
47215,ι00002,ἵ,n,----------,,ἵ,0
47216,ι00003,ἷ,n,----------,,ἷ,0
47217,ι00001,ἴ,n,----------,,ἴ,0
47218,ι00008,ἰά,n,----------,,ἰά,0
47219,ι00006,ἴα,a,----------,,ἴα,0
47220,ι00009,ἰά,n,n-p---nn2-,ἰῶν,ἰά,0
47221,ι00005,ἴα,a,----------,,ἴα,0
47223,ι00011,ἰάζω,v,----------,,ἰάζω,0
47224,ι00010,ἰάζω,n,----------,,ἰάζω,0
47225,ι00013,ἰαί,r,----------,,ἰαί,0
47226,ι00014,ἰαιβοῖ,n,----------,,ἰαιβοῖ,0
47227,ι00015,ἰαίνω,v,----------,,ἰαίνω,0
47228,,Ἰακός,a,aps---mn1-,Ἰακός Ἰακή Ἰακόν,Ἰακός,0
47230,ι00016,ἰάκχα,n,----------,,ἰάκχα,0
47231,,Ἰακχαγωγός,n,----------,,Ἰακχαγωγός,0
47232,,Ἰακχάζω,v,----------,,Ἰακχάζω,0
47234,,Ἰακχεῖον,n,n-s---nn2-,Ἰακχείου,Ἰακχεῖον,0
47235,ι00017,ἰακχέω,v,----------,,ἰακχέω,0
47236,,Ἰακχιαστής,n,n-s---mn1e,Ἰακχιαστού,Ἰακχιαστής,0
47237,,Ἴακχος,n,n-s---mn2-,Ἰάκχου,Ἴακχος,0
47238,ι00018,ἰαλεμέω,v,----------,,ἰαλεμέω,0
47240,ι00020,ἰαλεμίστρια,n,n-s---fn1s,ἰαλεμίστριας,ἰαλεμίστρια,0
47241,ι00021,ἰάλεμος,n,n-s---mn2-,ἰαλέμου,ἰάλεμος,0
47081,θ01683,θυρίς,n,n-s---fn3d,θυρίδος,θυρίς,0
33527,ε07461,ἐνευδαιμονέω,v,----------,,ἐνευδαιμονέω,0
47139,θ01740,θυσίασμα,n,n-s---nn3t,θυσιάσματος,θυσίασμα,0
7158,α07779,ἀνατροφεύς,n,n-s---mn3v,ἀνατροφέως,ἀνατροφεύς,0
47246,,Ἰαλυσός,n,----------,,Ἰαλυσός,0
47247,ι00026,ἴαμα,n,n-s---nn3t,ἰάματος,ἴαμα,0
47248,ι00027,ἰαμβαυλεῖν,n,----------,,ἰαμβαυλεῖν,0
47250,ι00031,ἰαμβεῖος,n,----------,,ἰαμβεῖος,0
47252,ι00030,ἰαμβέλεγος,n,n-s---mn2-,ἰαμβελέγου,ἰαμβέλεγος,0
47253,ι00032,ἰαμβιάζω,v,----------,,ἰαμβιάζω,0
47254,ι00033,ἰαμβίζω,v,----------,,ἰαμβίζω,0
47256,ι00035,ἰαμβίς,n,n-s---fn3d,ἰαμβίδος,ἰαμβίς,0
47257,ι00036,ἰαμβιστής,n,n-s---mn1e,ἰαμβιστού,ἰαμβιστής,0
47258,ι00037,ἰαμβογράφος,n,----------,,ἰαμβογράφος,0
47260,ι00039,ἰαμβοποιέω,v,----------,,ἰαμβοποιέω,0
47261,ι00040,ἰαμβοποιός,n,----------,,ἰαμβοποιός,0
47262,ι00041,ἴαμβος,n,n-s---mn2-,ἰάμβου,ἴαμβος,0
47263,ι00042,ἰαμβύκη,n,n-s---fn1e,ἰαμβύκης,ἰαμβύκη,0
47264,ι00043,ἰαμβύλος,n,----------,,ἰαμβύλος,0
47265,ι00044,ἰαμβώδης,a,----------,,ἰαμβώδης,0
47266,ι00045,ἰαμεναί,r,----------,,ἰαμεναί,0
47268,,Ἰάν,n,----------,,Ἰάν,0
47269,ι00047,ἵανα,n,----------,,ἵανα,0
47270,ι00048,ἰάνθινος,a,aps---mn1-,ἰάνθινος ἰανθίνη ἰάνθινον,ἰάνθινος,0
47271,ι00049,ἱανογλέφαρος,n,----------,,ἱανογλέφαρος,0
47272,ι00050,ἰάομαι,v,----------,,ἰάομαι,0
47273,,Ἰαοναῦ,n,----------,,Ἰαοναῦ,0
47274,,Ἰάονες,n,----------,,Ἰάονες,0
47275,ι00051,ἰαόντυς,n,----------,,ἰαόντυς,0
47277,ι00053,ἰάπτω,v,----------,,ἰάπτω,0
47278,ι00054,ἰάπτω,v,----------,,ἰάπτω,0
47279,,Ἰᾶπυξ,n,n-s---mn3v,,Ἰᾶπυξ,0
47280,,Ἰαπυγία,n,,,Ἰαπυγία,0
47281,ι00055,ἱάραξ,n,----------,,ἱάραξ,0
47282,ι00056,ἱαράρχας,n,----------,,ἱαράρχας,0
47283,,Ἰάς,a,----------,,Ἰάς,0
47284,ι00057,ἴασι,n,----------,,ἴασι,0
47285,ι00058,ἰάσιμος,a,----------,,ἰάσιμος,0
47288,ι00061,ἰάσμη,n,n-s---fn1s,ἰάσμης,ἰάσμη,0
47289,ι00062,ἰασπαχάτης,n,----------,,ἰασπαχάτης,0
47290,ι00063,ἰασπίζω,v,----------,,ἰασπίζω,0
47291,ι00064,ἴασπις,n,n-s---fn3d,ἰάσπιδος,ἴασπις,0
47292,ι00065,ἰασπόνυξ,n,----------,,ἰασπόνυξ,0
47293,,Ἰαστί,r,----------,,Ἰαστί,0
47295,,Ἰάστιος,a,aps---mn1-,Ἰάστιος Ἰάστια Ἰάστιον,Ἰάστιος,0
47296,,Ἰασώ,n,n-s---fn3c,Ἰασόος,Ἰασώ,0
47297,ι00066,ἰάτειρα,n,----------,,ἰάτειρα,0
47298,ι00067,ἰατέον,a,----------,,ἰατέον,0
47243,ι00023,ἰαλία,n,n-s---fn1l,ἰαλίας,ἰαλία,0
33583,ε07516,ἐνηδύνω,v,----------,,ἐνηδύνω,0
47245,ι00025,ἰαλτός,r,----------,,ἰαλτός,0
47304,ι01589,ἰᾶτον,n,n-s---nn2-,ἰάτου,ἰᾶτον,0
7169,α07789,ἀνατύπωσις,n,n-s---fn3v,ἀνατυπωσέως,ἀνατύπωσις,0
47305,ι00073,ἰατός,a,----------,,ἰατός,0
47306,ι00074,ἴατρα,n,n-p---nn2-,ἰάτρων,ἴατρα,0
47308,ι00076,ἰατρεία,n,n-s---fn1l,ἰατρείας,ἰατρεία,0
47309,ι00077,ἰατρεῖον,n,n-s---nn2-,ἰατρείου,ἰατρεῖον,0
47310,ι00078,ἰάτρευμα,n,n-s---nn3t,ἰατρεύματος,ἰάτρευμα,0
47311,ι00079,ἰάτρευσις,n,n-s---fn3v,ἰατρευσέως,ἰάτρευσις,0
47312,ι00080,ἰατρευτέον,a,----------,,ἰατρευτέον,0
47314,ι00082,ἰατρεύω,v,----------,,ἰατρεύω,0
47315,ι00083,ἰάτρια,n,n-s---fn1s,ἰάτριας,ἰάτρια,0
47316,ι00084,ἰατρικός,a,aps---mn1-,ἰατρικός ἰατρική ἰατρικόν,ἰατρικός,0
47317,ι00085,ἰατρίνη,n,n-s---fn1e,ἰατρίνης,ἰατρίνη,0
47318,ι00086,ἰατροκλύστης,n,n-s---mn1e,ἰατροκλύστου,ἰατροκλύστης,0
47319,ι00087,ἰατρολογέω,v,----------,,ἰατρολογέω,0
47320,ι00088,ἰατρολογία,n,n-s---fn1l,ἰατρολογίας,ἰατρολογία,0
47322,ι00090,ἰατρόμαια,n,n-s---fn1s,ἰατρόμαιας,ἰατρόμαια,0
47323,ι00091,ἰατρόμαντις,n,n-s---mn3c,ἰατρομάντεως,ἰατρόμαντις,0
47324,ι00092,ἰατρονίκης,n,n-s---mn1e,ἰατρονίκου,ἰατρονίκης,0
47325,ι00093,ἰατρός,n,n-s---mn2-,ἰατροῦ,ἰατρός,0
47327,ι00095,ἰατροτέχνης,n,n-s---mn1e,ἰατροτέχνου,ἰατροτέχνης,0
47328,ι00096,ἰατροτομεύς,n,n-s---mn3v,ἰατροτομέως,ἰατροτομεύς,0
47330,ι00098,ἴαττα,n,----------,,ἴαττα,0
47331,ι00099,ἰατταταῖ,n,----------,,ἰατταταῖ,0
47332,ι00100,ἰατύς,n,n-s---fn3v,ἰατύος,ἰατύς,0
47333,ι00101,ἰάτωρ,n,----------,,ἰάτωρ,0
47334,ι00007,ἰαῦ,n,----------,,ἰαῦ,0
47335,ι00102,ἰαυθμός,n,----------,,ἰαυθμός,0
47336,ι00103,ἰαυοῖ,n,----------,,ἰαυοῖ,0
47337,ι00104,ἰαύω,v,----------,,ἰαύω,0
47339,ι00106,ἰαχέω,v,----------,,ἰαχέω,0
47340,ι00107,ἰαχή,n,n-s---fn1e,ἰαχῆς,ἰαχή,0
47341,ι00108,ἰάχημα,n,n-s---nn3t,ἰαχήματος,ἰάχημα,0
47342,ι00109,ἰαχρός,a,----------,,ἰαχρός,0
47343,ι00110,ἰάχω,v,----------,,ἰάχω,0
47344,,Ἰάων,n,n-s---mn3n,,Ἰάων,0
47346,ι00112,ἴβδης,n,n-s---mn1e,ἴβδου,ἴβδης,0
47347,ι00113,ἴβη,n,----------,,ἴβη,0
47348,ι00114,ἰβηρίς,n,n-s---fn3d,ἰβηρίδος,ἰβηρίς,0
47351,ι00117,ἰβιοστολιστής,a,----------,,ἰβιοστολιστής,0
47352,ι00118,ἰβιοταφεῖον,n,n-s---nn2-,ἰβιοταφείου,ἰβιοταφεῖον,0
47353,ι00119,ἰβιοτάφος,n,n-s---mn2-,ἰβιοτάφου,ἰβιοτάφος,0
47354,ι00120,ἶβις,n,n-s---fn3d,ἴ̄βιδος,ἶβις,0
47301,ι00070,ἰατής,n,n-s---mn1e,ἰατού,ἰατής,0
7187,α07807,ἀναύξητος,a,aps---cn2-,ἀναύξητος ἀναύξητος ἀναύξητον,ἀναύξητος,0
47303,ι00072,ἰατορία,n,n-s---fn1l,ἰατορίας,ἰατορία,0
47357,ι00123,ἰβύ,v,----------,,ἰβύ,0
47358,,Ἰβύκειον,n,n-s---nn2-,Ἰβυκείου,Ἰβύκειον,0
47359,,Ἰβύκινον,n,n-s---nn2-,Ἰβυκίνου,Ἰβύκινον,0
47361,ι00125,ἰγδίον,n,n-s---nn2-,ἰγδίου,ἰγδίον,0
47362,ι00126,ἴγδις,n,n-s---fn3v,ἴγδεως,ἴγδις,0
47363,ι00127,ἴγδισμα,n,n-s---nn3t,ἰγδίσματος,ἴγδισμα,0
47364,ι00128,ἰγδοκόπανον,n,n-s---nn2-,ἰγδοκοπάνου,ἰγδοκόπανον,0
47365,ι00129,ἴγνητες,n,----------,,ἴγνητες,0
47366,ι00130,ἰγνύα,n,n-s---fn1l,ἰγνύας,ἰγνύα,0
47367,ι00132,ἴγνυς,n,----------,,ἴγνυς,0
47369,ι00133,ἰδάλιμος,n,----------,,ἰδάλιμος,0
47370,ι00134,ἰδαλίς,n,----------,,ἰδαλίς,0
47371,ι00135,ἰδανικός,n,----------,,ἰδανικός,0
47372,ι00136,ἰδανός,a,----------,,ἰδανός,0
47373,ι00137,ἰδανόχροος,n,----------,,ἰδανόχροος,0
47374,ι00138,ἵδδιος,n,----------,,ἵδδιος,0
47375,ι00141,ἰδέ,n,----------,,ἰδέ,0
47376,ι00140,ἴδε,v,----------,,ἴδε,0
47377,ι00139,ἴδε,n,----------,,ἴδε,0
47378,ι00142,ἰδέα,n,n-s---fn1l,ἰδέας,ἰδέα,0
47380,ι00144,ἴδεδρος,n,----------,,ἴδεδρος,0
47381,ι00145,ἰδεῖν,n,----------,,ἰδεῖν,0
47382,ι00146,ἰδέν,n,----------,,ἰδέν,0
47384,ι00148,ἴδεσκον,a,----------,,ἴδεσκον,0
47385,ι00150,ἴδη,n,----------,,ἴδη,0
47386,ι00149,ἴδη,n,n-s---fn1e,ἴδης,ἴδη,0
47387,ι00151,ἴδηαι,n,----------,,ἴδηαι,0
47389,ι00153,ἰδιάζω,v,----------,,ἰδιάζω,0
47390,ι00154,ἰδιαίτερος,n,----------,,ἰδιαίτερος,0
47391,ι00155,ἰδιασμός,n,----------,,ἰδιασμός,0
47393,ι00157,ἰδικός,a,----------,,ἰδικός,0
47395,ι00159,ἰδιογενής,a,aps---cn5s,ἰδιογενής ἰδιογενής ἰδιογενές,ἰδιογενής,0
47397,ι00162,ἰδιογνωμονέω,v,----------,,ἰδιογνωμονέω,0
47398,ι00161,ἰδιογνωμέω,v,----------,,ἰδιογνωμέω,0
47399,ι00163,ἰδιογνώμων,a,aps---cn3n,ἰδιογνώμων ἰδιογνώμων ἰδιογνώμον,ἰδιογνώμων,0
47400,ι00164,ἰδιογονία,n,n-s---fn1l,ἰδιογονίας,ἰδιογονία,0
47401,ι00165,ἰδιογραφία,n,n-s---fn1l,ἰδιογραφίας,ἰδιογραφία,0
47403,ι00167,ἰδιοθάνατος,a,----------,,ἰδιοθάνατος,0
47404,ι00168,ἰδιοθανέω,v,----------,,ἰδιοθανέω,0
47407,ι00171,ἰδιοθρονέω,v,----------,,ἰδιοθρονέω,0
47408,ι00172,ἰδιοκρασία,n,n-s---fn1l,ἰδιοκρασίας,ἰδιοκρασία,0
47409,ι00173,ἰδιόκριτος,n,----------,,ἰδιόκριτος,0
47410,ι00174,ἰδιοκτήμων,n,n-s---mn3n,ἰδιοκτήμονος,ἰδιοκτήμων,0
47411,ι00175,ἰδιόκτητος,a,aps---cn2-,ἰδιόκτητος ἰδιόκτητος ἰδιόκτητον,ἰδιόκτητος,0
47356,ι00122,ἰβιών,a,----------,,ἰβιών,0
84014,π11049,πρόκλησις,n,----------,,πρόκλησις,0
16781,α01017,αὐτόκαλον,n,n-s---nn2-,αὐτοκάλου,αὐτόκαλον,0
7203,α07823,ἀναφαλαντίασις,n,n-s---fn3v,ἀναφαλαντιασέως,ἀναφαλαντίασις,0
47417,ι00181,ἰδιοξενία,a,----------,,ἰδιοξενία,0
47418,ι00182,ἰδιοξενοδόκος,n,n-s---mn2-,ἰδιοξενοδόκου,ἰδιοξενοδόκος,0
47419,ι00183,ἰδιόξενος,a,aps---cn2-,ἰδιόξενος ἰδιόξενος ἰδιόξενον,ἰδιόξενος,0
47420,ι00184,ἰδιόομαι,v,----------,,ἰδιόομαι,0
47421,ι00185,ἰδιοπάθεια,n,----------,,ἰδιοπάθεια,0
47422,ι00186,ἰδιοπαθέω,v,----------,,ἰδιοπαθέω,0
47425,ι00189,ἰδιοποιέω,v,----------,,ἰδιοποιέω,0
47426,ι00190,ἰδιοποίημα,n,n-s---nn3t,ἰδιοποιήματος,ἰδιοποίημα,0
47427,ι00191,ἰδιοποιός,a,aps---cn2-,ἰδιοποιός ἰδιοποιός ἰδιοποιόν,ἰδιοποιός,0
47428,ι00192,ἰδιοπραγέω,v,----------,,ἰδιοπραγέω,0
47429,ι00193,ἰδιοπραγία,n,n-s---fn1l,ἰδιοπραγίας,ἰδιοπραγία,0
47430,ι00194,ἰδιοπραγμονέω,v,----------,,ἰδιοπραγμονέω,0
47432,ι00196,ἰδιοπροσωπέω,v,----------,,ἰδιοπροσωπέω,0
47433,ι00197,ἰδιοπρόσωπος,a,aps---cn2-,ἰδιοπρόσωπος ἰδιοπρόσωπος ἰδιοπρόσωπον,ἰδιοπρόσωπος,0
47434,ι00198,ἰδιορρυθμία,n,n-s---fn1l,ἰδιορρυθμίας,ἰδιορρυθμία,0
47436,ι00200,ἴδιος,a,aps---mn1-,ἴδιος ἰδία ἴδιον,ἴδιος,0
47437,ι00201,ἰδιόσημος,a,----------,,ἰδιόσημος,0
47438,ι00202,ἰδιοσπορέομαι,v,----------,,ἰδιοσπορέομαι,0
47439,ι00203,ἰδιοσπορία,n,n-s---fn1l,ἰδιοσπορίας,ἰδιοσπορία,0
47440,ι00204,ἰδιόσπορος,n,----------,,ἰδιόσπορος,0
47442,ι00206,ἰδιοσυγκρασία,n,n-s---fn1l,ἰδιοσυγκρασίας,ἰδιοσυγκρασία,0
47443,ι00207,ἰδιοσύγκρισις,n,n-s---fn3v,ἰδιοσυγκρισέως,ἰδιοσύγκρισις,0
47444,ι00208,ἰδιοσύγκριτος,a,aps---cn2-,ἰδιοσύγκριτος ἰδιοσύγκριτος ἰδιοσύγκριτον,ἰδιοσύγκριτος,0
47445,ι00209,ἰδιοσυστασία,n,n-s---fn1l,ἰδιοσυστασίας,ἰδιοσυστασία,0
47446,ι00210,ἰδιότακτος,a,aps---cn2-,ἰδιότακτος ἰδιότακτος ἰδιότακτον,ἰδιότακτος,0
