,ἐπιτετραμερής,a,aps---cn5s,ἐπιτετραμερής ἐπιτετραμερής ἐπιτετραμερές,,,,,0
40893,ε14751,ἑτερόγναθος,a,aps---cn2-,ἑτερόγναθος ἑτερόγναθος ἑτερόγναθον,,,,,0
40894,ε14752,ἑτερόγνης,n,n-s---mn3d,ἑτερόγνητος,,,,,0
40895,ε14753,ἑτερογνωμοσύνη,n,n-s---fn1e,ἑτερογνωμοσύνης,,,,,0
40896,ε14754,ἑτερογνώμων,a,aps---cn3n,ἑτερογνώμων ἑτερογνώμων ἑτερογνώμον,,,,,0
40848,ε14708,ἑταιρίδεια,n,n-p---nn2-,ἑταιριδείων,,,,,0
40899,ε14757,ἑτεροδιδασκαλέω,v,----------,,,,,,0
40900,ε14758,ἑτεροδοξέω,v,----------,,,,,,0
40901,ε14759,ἑτεροδοξία,n,n-s---fn1l,ἑτεροδοξίας,,,,,0
40902,ε14760,ἑτερόδοξος,a,aps---cn2-,ἑτερόδοξος ἑτερόδοξος ἑτερόδοξον,,,,,0
40903,ε14761,ἑτεροδυναμία,n,n-s---fn1l,ἑτεροδυναμίας,,,,,0
40905,ε14763,ἑτεροεθνής,a,aps---cn5s,ἑτεροεθνής ἑτεροεθνής ἑτεροεθνές,,,,,0
40906,ε14764,ἑτεροείδεια,n,n-s---fn1s,ἑτεροείδειας,,,,,0
40908,ε14766,ἑτερόζηλος,a,aps---cn2-,ἑτερόζηλος ἑτερόζηλος ἑτερόζηλον,,,,,0
40909,ε14767,ἑτεροζυγέω,v,----------,,,,/he.te.roz.dy.ɡé.ɔː/,,0
40910,ε14768,ἑτεροζυγία,n,n-s---fn1l,ἑτεροζυγίας,,,,,0
40911,ε14769,ἑτερόζυγος,a,aps---cn2-,ἑτερόζυγος ἑτερόζυγος ἑτερόζυγον,,,,,0
40912,ε14770,ἑτέροζυξ,n,----------,,,,,,0
40913,ε14771,ἑτεροθαλής,a,aps---cn5s,ἑτεροθαλής ἑτεροθαλής ἑτεροθαλές,,,,,0
40915,ε14773,ἑτερόθροος,a,aps---cn2-,ἑτερόθροος ἑτερόθροος ἑτερόθροον,,,,,0
40916,ε14805,ἑτεροῖος,a,aps---mn1-,ἑτεροῖος ἑτεροῖα ἑτεροῖον,,,,,0
40917,ε14774,ἑτεροιότης,n,n-s---fn3t,ἑτεροιότητος,,,,,0
40918,ε14775,ἑτεροιόω,v,----------,,,,,,0
40919,ε14776,ἑτεροίωσις,n,n-s---fn3v,ἑτεροιώσεως,,,,,0
40920,ε14777,ἑτεροιωτικός,a,aps---mn1-,ἑτεροιωτικός ἑτεροιωτική ἑτεροιωτικόν,,,,,0
40921,ε14778,ἑτερόκαρπος,a,aps---cn2-,ἑτερόκαρπος ἑτερόκαρπος ἑτερόκαρπον,,,,,0
40922,ε14779,ἑτεροκινησία,n,n-s---fn1l,ἑτεροκινησίας,,,,,0
40923,ε14780,ἑτεροκίνητος,a,----------,,,,,,0
40924,ε14781,ἑτεροκλινέω,v,----------,,,,,,0
40925,ε14782,ἑτεροκλινής,a,aps---cn5s,ἑτεροκλινής ἑτεροκλινής ἑτεροκλινές,,,,,0
40927,ε14784,ἑτεροκλονέω,v,----------,,,,,,0
40928,ε14785,ἑτεροκοπία,n,n-s---fn1l,ἑτεροκοπίας,,,,,0
40929,ε14786,ἑτεροκρανία,n,n-s---fn1l,ἑτεροκρανίας,,,,,0
40930,ε14787,ἑτερόκτυπος,a,aps---cn2-,ἑτερόκτυπος ἑτερόκτυπος ἑτερόκτυπον,,,,,0
40931,ε14788,ἑτεροκωφέω,v,----------,,,,,,0
40932,ε14789,ἑτερόκωφος,a,aps---cn2-,ἑτερόκωφος ἑτερόκωφος ἑτερόκωφον,,,,,0
40933,ε14790,ἑτερολογία,n,n-s---fn1l,ἑτερολογίας,,,,,0
40934,ε14791,ἑτερόμαλλος,a,aps---cn2-,ἑτερόμαλλος ἑτερόμαλλος ἑτερόμαλλον,,,,,0
40935,ε14792,ἑτερομάσχαλος,n,n-s---mn2-,ἑτερομασχάλου,,,,,0
40936,ε14793,ἑτερομεγεθέω,v,----------,,,,,,0
40937,ε14794,ἑτερομέρεια,n,n-s---fn1s,ἑτερομέρειας,,,,,0
40939,ε14796,ἑτερομετρία,n,n-s---fn1l,ἑτερομετρίας,,,,,0
40941,ε14798,ἑτερομήκης,a,----------,,,,,,0
40942,ε14799,ἑτερομηκικὸς,n,----------,,,,,,0
40898,ε14756,ἑτεροδίδακτος,a,----------,,,,,,0
40945,ε14802,ἑτερομοιότης,n,n-s---fn3t,ἑτερομοιότητος,,,,,0
40946,ε14803,ἑτερομόλιος,a,----------,,,,,,0
40947,ε14804,ἑτερόμορφος,a,aps---cn2-,ἑτερόμορφος ἑτερόμορφος ἑτερόμορφον,,,,,0
40948,ε14806,ἑτεροούσιος,a,aps---cn2-,ἑτεροούσιος ἑτεροούσιος ἑτεροούσιον,,,,,0
40949,ε14807,ἑτεροπάθεια,n,n-s---fn1s,ἑτεροπάθειας,,,,,0
40950,ε14808,ἑτεροπαχής,a,aps---cn5s,ἑτεροπαχής ἑτεροπαχής ἑτεροπαχές,,,,,0
40952,ε14811,ἑτεροπλατής,a,aps---cn5s,ἑτεροπλατής ἑτεροπλατής ἑτεροπλατές,,,,,0
40953,ε14810,ἑτεροπλατέω,v,----------,,,,,,0
40955,ε14813,ἑτερόπλοκος,a,aps---cn2-,ἑτερόπλοκος ἑτερόπλοκος ἑτερόπλοκον,,,,,0
40956,ε14814,ἑτερόπλοος,a,aps---cn2-,ἑτερόπλοος ἑτερόπλοος ἑτερόπλοον,,ἑτερόπλους ἑτερόπλους ἑτερόπλουν,,,0
40957,ε14815,ἑτερόπνοοι,a,----------,,,,,,0
40958,ε14816,ἑτεροποδέω,v,----------,,,,,,0
40959,ε14817,ἑτεροποιός,a,aps---cn2-,ἑτεροποιός ἑτεροποιός ἑτεροποιόν,,,,,0
40960,ε14818,ἑτερόπορπος,a,aps---cn2-,ἑτερόπορπος ἑτερόπορπος ἑτερόπορπον,,,,,0
40961,ε14819,ἑτερόπους,n,----------,,,,,,0
40962,ε14820,ἑτεροπρόσωπος,a,aps---cn2-,ἑτεροπρόσωπος ἑτεροπρόσωπος ἑτεροπρόσωπον,,,,,0
40963,ε14821,ἑτερόπτολις,n,----------,,,,,,0
40964,ε14822,ἑτερόπτωτος,a,aps---cn2-,ἑτερόπτωτος ἑτερόπτωτος ἑτερόπτωτον,,,,,0
40965,ε14823,ἑτερορρέπεια,n,n-s---fn1s,ἑτερορρέπειας,,,,,0
40966,ε14824,ἑτερορρεπέω,v,----------,,,,,,0
40968,ε14826,ἑτερορροπία,n,n-s---fn1l,ἑτερορροπίας,,,,,0
40969,ε14827,ἑτερόρροπος,a,aps---cn2-,ἑτερόρροπος ἑτερόρροπος ἑτερόρροπον,,,,,0
40970,ε14828,ἑτερόρρυθμος,a,aps---cn2-,ἑτερόρρυθμος ἑτερόρρυθμος ἑτερόρρυθμον,,,,,0
40971,ε14829,ἕτερος,a,aps---mn1-,ἕτερος ἕτερα ἕτερον,,,/hé.te.ros/,,0
40972,ε14830,ἑτεροσήμαντος,a,aps---cn2-,ἑτεροσήμαντος ἑτεροσήμαντος ἑτεροσήμαντον,,,,,0
40973,ε14831,ἑτεροσκελής,a,aps---cn5s,ἑτεροσκελής ἑτεροσκελής ἑτεροσκελές,,,,,0
40974,ε14832,ἑτερόσκιος,a,aps---cn2-,ἑτερόσκιος ἑτερόσκιος ἑτερόσκιον,,,,,0
40976,ε14834,ἑτερόστοιχος,a,aps---cn2-,ἑτερόστοιχος ἑτερόστοιχος ἑτερόστοιχον,,,,,0
40977,ε14835,ἑτερόστομος,a,aps---cn2-,ἑτερόστομος ἑτερόστομος ἑτερόστομον,,,,,0
40978,ε14836,ἑτερόστροφος,a,aps---cn2-,ἑτερόστροφος ἑτερόστροφος ἑτερόστροφον,,,,,0
40979,ε14837,ἑτερόσφυκτος,a,aps---cn2-,ἑτερόσφυκτος ἑτερόσφυκτος ἑτερόσφυκτον,,,,,0
40981,ε14839,ἑτεροσχήμων,a,aps---cn2-,ἑτεροσχήμων ἑτεροσχήμων ἑτεροσχημάτιστον,,,,,0
40982,ε14840,ἑτεροταγής,a,aps---cn5s,ἑτεροταγής ἑτεροταγής ἑτεροταγές,,,,,0
40983,ε14841,ἑτερότης,n,n-s---fn3t,ἑτερότητος,,,,,0
40984,ε14842,ἑτεροτράχηλος,n,----------,,,,,,0
40944,ε14801,ἑτερομήτωρ,n,n-s---cn3r,ἑτερομήτορος,,,,,0
40987,ε14845,ἑτερουί̈ς,a,----------,,,,,,0
40988,ε14846,ἑτερούσιος,n,----------,,,,,,0
40989,ε14847,ἑτεροφανής,a,aps---cn5s,ἑτεροφανής ἑτεροφανής ἑτεροφανές,,,,,0
40990,ε14848,ἑτεροφθαλμία,n,n-s---fn1l,ἑτεροφθαλμίας,,,,,0
40991,ε14849,ἑτερόφθαλμος,a,aps---cn2-,ἑτερόφθαλμος ἑτερόφθαλμος ἑτερόφθαλμον,,,,,0
40992,ε14850,ἑτεροφορέομαι,v,----------,,,,,,0
40993,ε14851,ἑτεροφρονέω,v,----------,,,,,,0
40994,ε14852,ἑτεροφροσύνη,n,n-s---fn1e,ἑτεροφροσύνης,,,,,0
40996,ε14854,ἑτεροφυής,a,aps---cn5s,ἑτεροφυής ἑτεροφυής ἑτεροφυές,,,,,0
40997,ε14855,ἑτερόφυλος,a,aps---cn2-,ἑτερόφυλος ἑτερόφυλος ἑτερόφυλον,,,,,0
40998,ε14856,ἑτερόφυτον,n,n-s---nn2-,ἑτεροφύτου,,,,,0
40999,ε14857,ἑτεροφωνέομαι,v,----------,,,,,,0
41000,ε14858,ἑτεροφωνία,n,n-s---fn1l,ἑτεροφωνίας,,,/he.te.ro.pʰɔː.ní.aː/,,0
41002,ε14860,ἑτερόχηλος,a,aps---cn2-,ἑτερόχηλος ἑτερόχηλος ἑτερόχηλον,,,,,0
41003,ε14861,ἑτεροχροέω,v,----------,,,,,,0
41004,ε14862,ἑτερόχροια,n,n-s---fn1s,ἑτερόχροιας,,,,,0
41006,ε14864,ἑτεροχροιότης,n,n-s---fn3t,ἑτεροχροιότητος,,,,,0
41007,ε14865,ἑτερόχρονος,a,aps---cn2-,ἑτερόχρονος ἑτερόχρονος ἑτερόχρονον,,,,,0
41008,ε14866,ἑτερόχροος,a,aps---cn2-,ἑτερόχροος ἑτερόχροος ἑτερόχροον,,ἑτερόχρους ἑτερόχρους ἑτερόχρουν,,,0
41009,ε14867,ἑτεροχρωματέω,v,----------,,,,,,0
41010,ε14868,ἑτερόχρωμος,a,aps---cn2-,ἑτερόχρωμος ἑτερόχρωμος ἑτερόχρωμον,,,,,0
41011,ε14869,ἑτερόχρως,n,n-s---cn3d,ἑτερόχρωτος,,,,,0
41012,ε14870,ἐτέρσετο,n,----------,,,,,,0
41014,ε14872,ἑτέρωθι,r,----------,,,,,,0
41015,ε14873,ἑτερώνιος,a,aps---cn2-,ἑτερώνιος ἑτερώνιος ἑτερώνιον,,,,,0
41016,ε14874,ἑτερωνυμέω,v,----------,,,,,,0
41017,ε14876,ἑτερώνυμος,a,aps---cn2-,ἑτερώνυμος ἑτερώνυμος ἑτερώνυμον,,,/he.te.rɔ̌ː.ny.mos/,,0
41018,ε14875,ἑτερωνυμία,n,n-s---fn1l,ἑτερωνυμίας,,,,,0
41019,ε14877,ἑτέρωσε,r,----------,,,,,,0
41020,ε14878,ἐτέρωτα,n,----------,,,,,,0
41021,ε14879,ἔτετμε,n,----------,,,,,,0
41022,ε14880,ἐτήρ,n,n-s---mn3r,ἐτῆρος,,,,,0
41023,ε14881,ἐτηρίς,n,n-s---fn3d,ἐτηρίδος,,,,,0
41024,ε14883,ἔτης,n,n-s---mn1e,,,,,,0
41025,ε14884,ἐτησίαι,n,----------,,,,,,0
41028,ε14887,ἐτητυμία,n,n-s---fn1l,ἐτητυμίας,,,,,0
41029,ε14888,ἐτήτυμος,a,aps---cn2-,ἐτήτυμος ἐτήτυμος ἐτήτυμον,,,,,0
41030,ε14889,ἔτι,r,rp--------,ἔτι,,,/é.ti/,,0
41031,ε14890,ἔτλην,v,v1spia--1-,,,,/é.tlɛːn/,,0
41032,ε14891,ἐτνηρός,a,aps---mn1-,ἐτνηρός ἐτνηρά ἐτνηρόν,,,,,0
41033,ε14892,ἐτνήρυσις,n,n-s---fn3v,ἐτνηρυσέως,,,,,0
40986,ε14844,ἑτερούας,n,----------,,,,,,0
41036,ε14895,ἔτνος,n,n-s---nn3v,ἔτνεος,,,,,0
41037,ε14896,ἑτοιμάζω,v,----------,,,,/he.toi̯.máz.dɔː/,,0
41038,ε14897,ἑτοιμασία,n,n-s---fn1l,ἑτοιμασίας,,,,,0
41039,ε14898,ἑτοιμόδακρυς,r,----------,,,,,,0
41040,ε14899,ἑτοιμοεγρήγορος,a,----------,,,,,,0
41041,ε14900,ἑτοιμοθάνατος,n,----------,,,,,,0
41043,ε14902,ἑτοιμοκοπία,n,n-s---fn1l,ἑτοιμοκοπίας,,,,,0
41044,ε14903,ἑτοιμολόγος,a,aps---cn2-,ἑτοιμολόγος ἑτοιμολόγος ἑτοιμολόγον,,,,,0
41046,ε14905,ἑτοιμοπειθής,a,aps---cn5s,ἑτοιμοπειθής ἑτοιμοπειθής ἑτοιμοπειθές,,,,,0
41048,ε14907,ἑτοιμοπωλεῖον,n,n-s---nn2-,ἑτοιμοπωλείου,,,,,0
41049,ε14908,ἑτοιμοπώλης,n,n-s---mn1e,ἑτοιμοπώλου,,,,,0
41050,ε14909,ἑτοιμόπωλις,n,n-s---fn3d,ἑτοιμοπώλιδος,,,,,0
41051,ε14913,ἑτοῖμος,a,aps---cn2-,ἑτοῖμος ἑτοῖμος ἑτοῖμον,,,/he.tói̯.mos/,,0
41052,ε14910,ἑτοιμότης,n,n-s---fn3t,ἑτοιμότητος,,,,,0
41053,ε14911,ἑτοιμοτόμος,a,aps---cn2-,ἑτοιμοτόμος ἑτοιμοτόμος ἑτοιμοτόμον,,,,,0
41054,ε14912,ἑτοιμόφθαρτος,a,aps---cn2-,ἑτοιμόφθαρτος ἑτοιμόφθαρτος ἑτοιμόφθαρτον,,,,,0
41055,ε14914,ἔτος,n,n-s---nn3v,ἔτεος,,,,,0
41056,ε14915,ἐτός,r,----------,,,,,,0
41057,ε14916,ἐτός,a,aps---mn1-,ἐτός ἐτή ἐτόν,,,,,0
41058,ε14917,ἑτός,a,aps---mn1-,ἑτός ἑτή ἑτόν,,,,,0
41060,ε14919,ἐτυμηγορέω,v,----------,,,,,,0
41061,ε14920,ἐτυμηγορία,n,n-s---fn1l,ἐτυμηγορίας,,,,,0
41063,ε14922,ἐτυμόδρυς,n,n-s---fn3v,ἐτυμόδρυος,,,,,0
41064,ε14923,ἐτυμολογέω,v,----------,,,,,,0
41065,ε14924,ἐτυμολογία,n,n-s---fn1l,ἐτυμολογίας,,,/e.ty.mo.lo.ɡí.aː/,,0
41066,ε14925,ἐτυμολογικός,a,aps---mn1-,ἐτυμολογικός ἐτυμολογική ἐτυμολογικόν,,,/e.ty.mo.lo.ɡi.kós/,,0
41067,ε14927,ἐτυμόλογος,a,aps---cn2-,ἐτυμόλογος ἐτυμόλογος ἐτυμόλογον,,,/e.ty.mó.lo.ɡos/,,0
41068,ε14928,ἔτυμος,a,aps---cn2-,ἔτυμος ἔτυμος ἔτυμον,,aps---mn1-=ἔτυμος aps---fn1-=ἔτυμα aps---nn1-=ἔτυμον,/é.ty.mos/,,0
41069,ε14929,ἐτυμότης,n,n-s---fn3t,ἐτυμότητος,,,,,0
41070,ε14930,ἐτωσιοεργός,a,aps---cn2-,ἐτωσιοεργός ἐτωσιοεργός ἐτωσιοεργόν,,,,,0
41071,ε14931,ἐτώσιος,a,aps---cn2-,ἐτώσιος ἐτώσιος ἐτώσιον,,,,,0
41072,ε00842,εὖ,r,rp--------,εὖ,,,/éu̯/,,0
41073,ε00843,εὗ,n,----------,,,,,,0
41074,ε00845,εὐαγγελέω,v,----------,,,,,,0
41075,ε00846,εὐαγγελία,n,n-s---fn1l,εὐαγγελίας,,,,,0
41077,ε00849,εὐαγγέλιον,n,n-s---nn2-,εὐαγγελίου,,,/eu̯.aŋ.ɡé.li.on/,,0
41078,,Εὐαγγέλιος,n,n-s---mn2-,Εὐαγγελίου,,,,,0
41079,ε00850,εὐαγγελιστής,n,n-s---mn1e,εὐαγγελιστού,,,,,0
41080,ε00851,εὐάγγελος,a,aps---cn2-,εὐάγγελος εὐάγγελος εὐάγγελον,,,,,0
41081,ε00852,εὐάγεια,n,n-s---fn1s,εὐάγειας,,,,,0
41035,ε14894,ἐτνοδόνος,a,aps---cn2-,ἐτνοδόνος ἐτνοδόνος ἐτνοδόνον,,,,,0
41084,ε00856,εὐαγής,a,----------,,,,,,0
41086,ε00857,εὐάγητος,a,aps---cn2-,εὐάγητος εὐάγητος εὐάγητον,,,,,0
41087,ε00858,εὐάγκαλος,a,aps---cn2-,εὐάγκαλος εὐάγκαλος εὐάγκαλον,,,,,0
41088,ε00859,εὐάγκεια,n,----------,,,,,,0
41089,ε00860,εὐαγκής,a,aps---cn5s,εὐαγκής εὐαγκής εὐαγκές,,,,,0
41090,ε00861,εὔαγλις,n,----------,,,,,,0
41091,ε00862,εὐαγόραστος,a,aps---cn2-,εὐαγόραστος εὐαγόραστος εὐαγόραστον,,,,,0
41092,ε00863,εὐαγορέω,v,----------,,,,,,0
41093,ε00864,εὐάγρευτος,a,aps---cn2-,εὐάγρευτος εὐάγρευτος εὐάγρευτον,,,,,0
41094,ε00865,εὐαγρέω,v,----------,,,,,,0
41095,ε00866,εὐαγρής,a,aps---cn5s,εὐαγρής εὐαγρής εὐαγρές,,,,,0
41096,ε00867,εὐαγρία,n,n-s---fn1l,εὐαγρίας,,,,,0
41098,ε00869,εὐαγωγία,n,n-s---fn1l,εὐαγωγίας,,,,,0
41099,ε00870,εὐάγωγος,a,aps---cn2-,εὐάγωγος εὐάγωγος εὐάγωγον,,,,,0
41100,ε00871,εὐάγων,a,----------,,,,,,0
41101,ε00872,εὐαδίκητος,a,----------,,,,,,0
41102,ε00873,εὔαδον,n,----------,,,,,,0
41103,ε00874,εὐαερία,n,n-s---fn1l,εὐαερίας,,,,,0
41104,ε00875,εὐάερος,a,aps---cn2-,εὐάερος εὐάερος εὐάερον,,,,,0
41105,ε00877,εὐάζω,v,----------,,,,/eu̯.áz.dɔː/,,0
41106,ε00878,εὐαής,a,aps---cn5s,εὐαής εὐαής εὐαές,,,,,0
41108,ε00880,εὐαί,j,----------,,,,,,0
41109,ε00881,εὐαιμία,n,n-s---fn1l,εὐαιμίας,,,,,0
41111,ε00883,εὔαιμος,a,aps---cn2-,εὔαιμος εὔαιμος εὔαιμον,,,,,0
41112,ε00884,εὐαίνετος,a,aps---cn2-,εὐαίνετος εὐαίνετος εὐαίνετον,,,,,0
41113,ε00885,εὐαίνητος,a,aps---cn2-,εὐαίνητος εὐαίνητος εὐαίνητον,,,,,0
41114,ε00886,εὐαίρετος,a,aps---cn2-,εὐαίρετος εὐαίρετος εὐαίρετον,,,,,0
41115,ε00887,εὐαισθησία,n,n-s---fn1l,εὐαισθησίας,,,,,0
41116,ε00888,εὐαισθητέω,v,----------,,,,,,0
41118,ε00890,εὐαίσθητος,a,aps---cn2-,εὐαίσθητος εὐαίσθητος εὐαίσθητον,,,,,0
41119,ε00891,εὐαίων,n,n-s---mn3n,εὐαίωνος,,,,,0
41120,ε00892,εὐάκεστος,a,----------,,,,,,0
41121,ε00893,εὐακής,r,----------,,,,,,0
41122,ε00894,εὐακοέω,a,aps---cn2-,εὐακοέω εὐακοέω εὐαίσθητον,,,,,0
41123,ε00895,εὐακόνητος,a,aps---cn2-,εὐακόνητος εὐακόνητος εὐακόνητον,,,,,0
41124,ε00896,εὐάκουστος,n,----------,,,,,,0
41125,ε00897,εὐάκτιν,n,n-s---mn3n,εὐάκτινος,,,,,0
41127,ε00899,εὐαλάκατος,n,----------,,,,,,0
41128,ε00900,εὐαλδής,a,aps---cn5s,εὐαλδής εὐαλδής εὐαλδές,,,,,0
41129,ε00901,εὐαλθής,a,aps---cn5s,εὐαλθής εὐαλθής εὐαλθές,,,,,0
41130,ε00902,εὐάλιος,a,aps---cn2-,εὐάλιος εὐάλιος εὐάλιον,,,,,0
41132,ε00904,εὐαλσής,a,aps---cn5s,εὐαλσής εὐαλσής εὐαλσές,,,,,0
41083,ε00855,εὐαγής,a,----------,,,,,,0
41135,ε00906,εὐάλωτος,a,----------,,,,,,0
41136,ε00908,εὐαμερία,n,----------,,,,,,0
41137,ε00909,εὐάμπελος,a,aps---cn2-,εὐάμπελος εὐάμπελος εὐάμπελον,,,,,0
41138,ε00910,εὐάμπυξ,a,----------,,,,,,0
41139,ε00911,εὐάν,n,----------,,,,,,0
41141,ε00913,εὐανάγνωστος,a,aps---cn2-,εὐανάγνωστος εὐανάγνωστος εὐανάγνωστον,,,,,0
41142,ε00914,εὐανάγωγος,a,----------,,,,,,0
41143,ε00915,εὐαναδιδάκτως,r,----------,,,,,,0
41144,ε00916,εὐανάδοτος,a,aps---cn2-,εὐανάδοτος εὐανάδοτος εὐανάδοτον,,,,,0
41146,ε00918,εὐανακόμιστος,a,aps---cn2-,εὐανακόμιστος εὐανακόμιστος εὐανακόμιστον,,,,,0
41147,ε00919,εὐανάληπτος,a,aps---cn2-,εὐανάληπτος εὐανάληπτος εὐανάληπτον,,,,,0
41148,ε00920,εὐανάλυτος,a,aps---cn2-,εὐανάλυτος εὐανάλυτος εὐανάλυτον,,,,,0
41149,ε00921,εὐανάλωτος,a,aps---cn2-,εὐανάλωτος εὐανάλωτος εὐανάλωτον,,,,,0
41151,ε00923,εὐανάπειστος,n,----------,,,,,,0
41152,ε00924,εὐανάπνευστος,a,aps---cn2-,εὐανάπνευστος εὐανάπνευστος εὐανάπνευστον,,,,,0
41153,ε00925,εὐανάσειστος,a,aps---cn2-,εὐανάσειστος εὐανάσειστος εὐανάσειστον,,,,,0
41154,,Εὐάνασσα,n,n-s---fn1s,Εὐάνασσας,,,,,0
41155,ε00926,εὐανάστροφος,a,aps---cn2-,εὐανάστροφος εὐανάστροφος εὐανάστροφον,,,,,0
41156,ε00927,εὐανάσφαλτος,a,aps---cn2-,εὐανάσφαλτος εὐανάσφαλτος εὐανάσφαλτον,,,,,0
41157,ε00928,εὐανάτμητος,a,aps---cn2-,εὐανάτμητος εὐανάτμητος εὐανάτμητον,,,,,0
41158,ε00929,εὐανάτρεπτος,a,aps---cn2-,εὐανάτρεπτος εὐανάτρεπτος εὐανάτρεπτον,,,,,0
41159,ε00930,εὐανάτροφος,a,aps---cn2-,εὐανάτροφος εὐανάτροφος εὐανάτροφον,,,,,0
41160,ε00931,εὐανδρέω,v,----------,,,,,,0
41161,ε00932,εὐανδρία,n,n-s---fn1l,εὐανδρίας,,,,,0
41162,ε00933,εὔανδρος,a,aps---cn2-,εὔανδρος εὔανδρος εὔανδρον,,,,,0
41163,ε00934,εὐάνεμος,n,----------,,,,,,0
41165,ε00936,εὐάνθεμον,n,n-s---nn2-,εὐανθέμου,,,,,0
41166,ε00937,εὐάνθεμος,a,aps---cn2-,εὐάνθεμος εὐάνθεμος εὐάνθεμον,,,,,0
41167,ε00938,εὐανθέω,v,----------,,,,,,0
41168,ε00939,εὐανθής,a,aps---cn5s,εὐανθής εὐανθής εὐανθές,,,,,0
41169,ε00940,εὐάνιος,n,----------,,,,,,0
